Vardas              Pavarde             ND1       ND2       ND3       ND4       ND5       Egz.      
Vardas9261          Pavarde9261         9         3         1         4         9         6         
Vardas9262          Pavarde9262         9         8         9         2         10        10        
Vardas9263          Pavarde9263         3         7         10        6         9         1         
Vardas9264          Pavarde9264         5         4         9         5         6         1         
Vardas9265          Pavarde9265         5         5         1         3         10        2         
Vardas9266          Pavarde9266         10        2         4         10        1         10        
Vardas9267          Pavarde9267         3         10        4         6         1         6         
Vardas9268          Pavarde9268         7         1         7         2         7         7         
Vardas9269          Pavarde9269         9         8         5         1         9         2         
Vardas9270          Pavarde9270         2         7         2         3         3         6         
Vardas9271          Pavarde9271         4         4         2         8         5         2         
Vardas9272          Pavarde9272         1         2         4         3         1         7         
Vardas9273          Pavarde9273         4         10        8         1         6         7         
Vardas9274          Pavarde9274         10        3         5         4         5         3         
Vardas9275          Pavarde9275         2         3         5         8         4         9         
Vardas9276          Pavarde9276         3         9         3         2         3         3         
Vardas9277          Pavarde9277         10        10        9         4         10        4         
Vardas9278          Pavarde9278         4         1         2         8         7         2         
Vardas9279          Pavarde9279         7         8         9         5         9         2         
Vardas9280          Pavarde9280         1         4         7         2         8         2         
Vardas9281          Pavarde9281         10        10        7         4         3         1         
Vardas9282          Pavarde9282         5         8         9         7         6         4         
Vardas9283          Pavarde9283         5         3         5         10        7         1         
Vardas9284          Pavarde9284         6         1         7         6         7         9         
Vardas9285          Pavarde9285         3         2         6         2         9         4         
Vardas9286          Pavarde9286         3         9         8         5         8         7         
Vardas9287          Pavarde9287         10        4         7         8         9         2         
Vardas9288          Pavarde9288         3         2         6         1         8         4         
Vardas9289          Pavarde9289         3         7         6         10        10        2         
Vardas9290          Pavarde9290         4         10        2         2         3         7         
Vardas9291          Pavarde9291         6         2         10        1         3         5         
Vardas9292          Pavarde9292         5         5         3         7         2         3         
Vardas9293          Pavarde9293         2         1         6         1         5         8         
Vardas9294          Pavarde9294         9         9         1         9         4         8         
Vardas9295          Pavarde9295         10        5         1         4         3         1         
Vardas9296          Pavarde9296         9         4         9         10        8         9         
Vardas9297          Pavarde9297         8         5         8         5         5         1         
Vardas9298          Pavarde9298         4         8         6         8         6         7         
Vardas9299          Pavarde9299         4         5         4         9         8         9         
Vardas9300          Pavarde9300         7         7         6         6         7         9         
Vardas9301          Pavarde9301         8         9         2         3         6         9         
Vardas9302          Pavarde9302         10        2         10        2         3         7         
Vardas9303          Pavarde9303         4         7         6         4         10        5         
Vardas9304          Pavarde9304         2         2         2         8         10        1         
Vardas9305          Pavarde9305         5         9         3         4         6         2         
Vardas9306          Pavarde9306         2         5         5         9         8         1         
Vardas9307          Pavarde9307         1         7         3         4         7         10        
Vardas9308          Pavarde9308         9         4         10        4         3         4         
Vardas9309          Pavarde9309         9         10        6         5         10        10        
Vardas9310          Pavarde9310         8         5         8         6         8         1         
Vardas9311          Pavarde9311         8         10        5         2         7         10        
Vardas9312          Pavarde9312         1         3         1         7         1         6         
Vardas9313          Pavarde9313         7         2         3         6         8         4         
Vardas9314          Pavarde9314         5         9         9         8         8         8         
Vardas9315          Pavarde9315         6         10        7         1         10        3         
Vardas9316          Pavarde9316         8         6         9         10        9         7         
Vardas9317          Pavarde9317         2         3         9         5         4         7         
Vardas9318          Pavarde9318         1         10        4         5         8         1         
Vardas9319          Pavarde9319         6         5         7         3         4         3         
Vardas9320          Pavarde9320         7         7         8         2         5         7         
Vardas9321          Pavarde9321         9         4         9         9         3         1         
Vardas9322          Pavarde9322         10        1         6         7         2         1         
Vardas9323          Pavarde9323         2         4         3         2         6         8         
Vardas9324          Pavarde9324         9         3         6         5         8         7         
Vardas9325          Pavarde9325         3         10        4         2         3         3         
Vardas9326          Pavarde9326         9         1         7         7         9         2         
Vardas9327          Pavarde9327         3         5         10        2         4         9         
Vardas9328          Pavarde9328         8         8         7         3         7         6         
Vardas9329          Pavarde9329         5         4         6         2         1         6         
Vardas9330          Pavarde9330         2         5         2         9         6         6         
Vardas9331          Pavarde9331         5         3         9         5         1         9         
Vardas9332          Pavarde9332         7         10        5         10        6         7         
Vardas9333          Pavarde9333         4         6         7         1         10        5         
Vardas9334          Pavarde9334         1         4         9         4         7         3         
Vardas9335          Pavarde9335         3         9         3         3         7         4         
Vardas9336          Pavarde9336         9         3         2         2         1         9         
Vardas9337          Pavarde9337         5         2         4         2         1         1         
Vardas9338          Pavarde9338         6         6         2         6         3         2         
Vardas9339          Pavarde9339         4         9         10        3         9         7         
Vardas9340          Pavarde9340         1         10        4         8         10        8         
Vardas9341          Pavarde9341         7         3         6         5         4         1         
Vardas9342          Pavarde9342         1         5         9         5         9         4         
Vardas9343          Pavarde9343         2         1         4         9         7         10        
Vardas9344          Pavarde9344         9         10        5         5         6         5         
Vardas9345          Pavarde9345         8         10        1         6         7         4         
Vardas9346          Pavarde9346         6         5         8         8         8         3         
Vardas9347          Pavarde9347         10        2         8         10        7         7         
Vardas9348          Pavarde9348         4         5         6         10        2         10        
Vardas9349          Pavarde9349         8         6         6         9         1         10        
Vardas9350          Pavarde9350         9         3         6         2         5         2         
Vardas9351          Pavarde9351         5         1         4         5         8         6         
Vardas9352          Pavarde9352         5         1         3         7         4         6         
Vardas9353          Pavarde9353         4         1         8         3         6         4         
Vardas9354          Pavarde9354         3         9         9         4         5         9         
Vardas9355          Pavarde9355         2         2         10        2         7         1         
Vardas9356          Pavarde9356         10        6         2         5         9         7         
Vardas9357          Pavarde9357         6         6         4         1         3         4         
Vardas9358          Pavarde9358         1         5         1         8         8         2         
Vardas9359          Pavarde9359         2         8         1         6         2         1         
Vardas9360          Pavarde9360         6         2         3         6         2         6         
Vardas9361          Pavarde9361         2         10        7         4         2         9         
Vardas9362          Pavarde9362         1         1         10        3         7         1         
Vardas9363          Pavarde9363         2         2         2         3         2         2         
Vardas9364          Pavarde9364         4         10        6         6         7         6         
Vardas9365          Pavarde9365         5         2         3         6         7         10        
Vardas9366          Pavarde9366         3         5         5         6         8         4         
Vardas9367          Pavarde9367         1         2         4         7         9         5         
Vardas9368          Pavarde9368         1         1         10        5         4         2         
Vardas9369          Pavarde9369         7         6         10        7         1         7         
Vardas9370          Pavarde9370         10        7         6         5         1         9         
Vardas9371          Pavarde9371         1         5         2         3         6         4         
Vardas9372          Pavarde9372         10        8         10        6         1         8         
Vardas9373          Pavarde9373         3         5         10        5         2         4         
Vardas9374          Pavarde9374         3         6         2         4         7         3         
Vardas9375          Pavarde9375         7         4         5         10        4         2         
Vardas9376          Pavarde9376         9         5         6         6         2         8         
Vardas9377          Pavarde9377         10        3         8         7         5         1         
Vardas9378          Pavarde9378         3         4         10        8         7         9         
Vardas9379          Pavarde9379         10        9         2         5         8         1         
Vardas9380          Pavarde9380         2         3         8         8         10        10        
Vardas9381          Pavarde9381         10        6         2         8         1         7         
Vardas9382          Pavarde9382         5         7         1         8         8         2         
Vardas9383          Pavarde9383         2         6         6         5         3         7         
Vardas9384          Pavarde9384         5         2         4         1         3         8         
Vardas9385          Pavarde9385         1         3         9         9         6         8         
Vardas9386          Pavarde9386         3         3         4         3         10        9         
Vardas9387          Pavarde9387         7         5         4         5         1         8         
Vardas9388          Pavarde9388         1         1         6         7         1         1         
Vardas9389          Pavarde9389         8         5         2         10        7         7         
Vardas9390          Pavarde9390         7         10        1         7         5         6         
Vardas9391          Pavarde9391         4         9         8         1         6         10        
Vardas9392          Pavarde9392         3         8         5         6         6         8         
Vardas9393          Pavarde9393         5         7         8         9         1         7         
Vardas9394          Pavarde9394         7         8         7         2         3         7         
Vardas9395          Pavarde9395         6         6         7         1         7         8         
Vardas9396          Pavarde9396         5         5         5         4         7         7         
Vardas9397          Pavarde9397         5         2         5         3         4         5         
Vardas9398          Pavarde9398         3         1         7         10        1         4         
Vardas9399          Pavarde9399         6         5         6         10        1         9         
Vardas9400          Pavarde9400         3         3         1         5         1         10        
Vardas9401          Pavarde9401         10        10        3         10        3         4         
Vardas9402          Pavarde9402         2         10        5         8         2         10        
Vardas9403          Pavarde9403         8         6         7         6         4         8         
Vardas9404          Pavarde9404         2         6         5         8         3         1         
Vardas9405          Pavarde9405         2         2         7         2         8         5         
Vardas9406          Pavarde9406         2         1         8         2         2         3         
Vardas9407          Pavarde9407         2         1         2         8         4         3         
Vardas9408          Pavarde9408         6         3         7         10        1         9         
Vardas9409          Pavarde9409         8         6         10        7         4         5         
Vardas9410          Pavarde9410         8         2         10        4         9         10        
Vardas9411          Pavarde9411         10        9         1         2         3         10        
Vardas9412          Pavarde9412         7         8         10        2         4         6         
Vardas9413          Pavarde9413         5         10        3         8         2         10        
Vardas9414          Pavarde9414         4         2         7         3         6         7         
Vardas9415          Pavarde9415         4         3         2         9         8         1         
Vardas9416          Pavarde9416         1         3         3         3         3         3         
Vardas9417          Pavarde9417         2         3         2         5         4         5         
Vardas9418          Pavarde9418         9         2         10        2         3         1         
Vardas9419          Pavarde9419         7         9         3         3         4         2         
Vardas9420          Pavarde9420         1         5         9         5         4         6         
Vardas9421          Pavarde9421         5         8         8         9         1         6         
Vardas9422          Pavarde9422         8         9         1         3         6         3         
Vardas9423          Pavarde9423         5         2         1         4         3         7         
Vardas9424          Pavarde9424         4         5         6         2         2         10        
Vardas9425          Pavarde9425         7         10        7         1         6         9         
Vardas9426          Pavarde9426         8         5         9         2         3         1         
Vardas9427          Pavarde9427         8         5         6         8         8         7         
Vardas9428          Pavarde9428         6         4         5         7         10        4         
Vardas9429          Pavarde9429         1         2         3         6         6         3         
Vardas9430          Pavarde9430         7         4         2         1         2         4         
Vardas9431          Pavarde9431         5         6         9         10        6         8         
Vardas9432          Pavarde9432         6         3         1         5         4         7         
Vardas9433          Pavarde9433         5         4         8         10        2         6         
Vardas9434          Pavarde9434         3         4         3         5         9         8         
Vardas9435          Pavarde9435         7         7         6         9         6         4         
Vardas9436          Pavarde9436         8         7         4         3         8         5         
Vardas9437          Pavarde9437         3         7         8         8         5         3         
Vardas9438          Pavarde9438         7         3         3         9         5         8         
Vardas9439          Pavarde9439         10        2         5         8         9         6         
Vardas9440          Pavarde9440         3         7         6         2         10        8         
Vardas9441          Pavarde9441         4         1         3         4         10        5         
Vardas9442          Pavarde9442         5         10        2         5         4         3         
Vardas9443          Pavarde9443         7         2         5         10        5         3         
Vardas9444          Pavarde9444         1         2         8         3         9         10        
Vardas9445          Pavarde9445         3         4         3         5         3         4         
Vardas9446          Pavarde9446         9         10        4         7         5         3         
Vardas9447          Pavarde9447         3         1         7         9         7         3         
Vardas9448          Pavarde9448         10        8         4         5         3         9         
Vardas9449          Pavarde9449         3         7         10        4         8         9         
Vardas9450          Pavarde9450         6         2         7         10        8         2         
Vardas9451          Pavarde9451         8         8         7         9         4         8         
Vardas9452          Pavarde9452         10        4         3         4         9         10        
Vardas9453          Pavarde9453         4         10        7         1         9         6         
Vardas9454          Pavarde9454         4         5         9         8         6         6         
Vardas9455          Pavarde9455         2         4         6         7         9         6         
Vardas9456          Pavarde9456         8         4         6         1         7         5         
Vardas9457          Pavarde9457         4         5         2         3         7         9         
Vardas9458          Pavarde9458         9         8         2         7         8         9         
Vardas9459          Pavarde9459         4         4         8         3         9         8         
Vardas9460          Pavarde9460         6         7         1         5         5         9         
Vardas9461          Pavarde9461         8         8         7         3         3         2         
Vardas9462          Pavarde9462         5         9         8         5         9         9         
Vardas9463          Pavarde9463         7         10        6         1         1         4         
Vardas9464          Pavarde9464         7         3         3         9         4         2         
Vardas9465          Pavarde9465         4         10        8         1         8         9         
Vardas9466          Pavarde9466         6         7         3         9         3         1         
Vardas9467          Pavarde9467         3         8         6         4         7         6         
Vardas9468          Pavarde9468         4         5         3         8         10        1         
Vardas9469          Pavarde9469         1         7         5         9         6         7         
Vardas9470          Pavarde9470         9         6         7         5         10        10        
Vardas9471          Pavarde9471         9         9         4         8         8         5         
Vardas9472          Pavarde9472         5         9         1         7         5         2         
Vardas9473          Pavarde9473         10        3         2         7         4         3         
Vardas9474          Pavarde9474         4         6         1         6         9         4         
Vardas9475          Pavarde9475         8         7         7         2         2         4         
Vardas9476          Pavarde9476         1         7         10        8         5         3         
Vardas9477          Pavarde9477         9         3         5         3         5         1         
Vardas9478          Pavarde9478         6         10        5         2         6         2         
Vardas9479          Pavarde9479         10        6         7         6         2         5         
Vardas9480          Pavarde9480         5         2         9         4         10        8         
Vardas9481          Pavarde9481         5         8         4         8         1         10        
Vardas9482          Pavarde9482         2         1         7         5         9         10        
Vardas9483          Pavarde9483         7         9         2         4         2         6         
Vardas9484          Pavarde9484         10        6         6         1         3         8         
Vardas9485          Pavarde9485         6         9         1         5         8         10        
Vardas9486          Pavarde9486         7         6         10        2         7         1         
Vardas9487          Pavarde9487         2         3         6         10        4         1         
Vardas9488          Pavarde9488         8         7         6         1         8         2         
Vardas9489          Pavarde9489         1         9         5         1         8         9         
Vardas9490          Pavarde9490         1         1         3         4         6         3         
Vardas9491          Pavarde9491         4         3         9         4         3         9         
Vardas9492          Pavarde9492         9         10        9         2         3         7         
Vardas9493          Pavarde9493         4         3         7         3         7         6         
Vardas9494          Pavarde9494         3         4         1         4         5         5         
Vardas9495          Pavarde9495         2         3         9         5         4         1         
Vardas9496          Pavarde9496         3         4         4         6         9         10        
Vardas9497          Pavarde9497         7         3         1         3         6         3         
Vardas9498          Pavarde9498         3         5         10        3         4         1         
Vardas9499          Pavarde9499         10        5         9         4         3         2         
Vardas9500          Pavarde9500         2         6         9         7         2         9         
Vardas9501          Pavarde9501         3         4         5         6         2         7         
Vardas9502          Pavarde9502         2         4         7         9         9         7         
Vardas9503          Pavarde9503         7         5         7         8         6         2         
Vardas9504          Pavarde9504         5         1         7         1         4         10        
Vardas9505          Pavarde9505         9         2         4         1         9         10        
Vardas9506          Pavarde9506         3         1         8         7         3         4         
Vardas9507          Pavarde9507         2         5         6         6         1         4         
Vardas9508          Pavarde9508         8         1         6         9         10        7         
Vardas9509          Pavarde9509         2         4         9         10        2         3         
Vardas9510          Pavarde9510         1         2         7         7         6         2         
Vardas9511          Pavarde9511         7         10        10        5         6         5         
Vardas9512          Pavarde9512         5         10        10        4         3         2         
Vardas9513          Pavarde9513         5         1         1         1         9         8         
Vardas9514          Pavarde9514         9         10        9         8         10        1         
Vardas9515          Pavarde9515         7         1         5         3         1         1         
Vardas9516          Pavarde9516         4         10        7         8         8         7         
Vardas9517          Pavarde9517         5         1         5         5         2         4         
Vardas9518          Pavarde9518         10        5         2         2         10        6         
Vardas9519          Pavarde9519         3         9         3         5         6         10        
Vardas9520          Pavarde9520         10        2         2         2         5         3         
Vardas9521          Pavarde9521         2         7         8         2         7         2         
Vardas9522          Pavarde9522         6         1         3         5         2         4         
Vardas9523          Pavarde9523         2         4         10        1         4         3         
Vardas9524          Pavarde9524         9         2         3         8         4         1         
Vardas9525          Pavarde9525         7         3         9         4         7         2         
Vardas9526          Pavarde9526         9         7         10        5         1         2         
Vardas9527          Pavarde9527         6         9         4         5         7         1         
Vardas9528          Pavarde9528         3         7         8         7         5         5         
Vardas9529          Pavarde9529         5         10        9         5         3         6         
Vardas9530          Pavarde9530         10        6         6         1         8         5         
Vardas9531          Pavarde9531         10        3         5         2         1         7         
Vardas9532          Pavarde9532         6         6         4         4         10        7         
Vardas9533          Pavarde9533         7         8         10        6         4         7         
Vardas9534          Pavarde9534         8         2         4         7         1         5         
Vardas9535          Pavarde9535         3         9         10        5         7         4         
Vardas9536          Pavarde9536         8         7         1         10        7         6         
Vardas9537          Pavarde9537         4         4         3         4         9         10        
Vardas9538          Pavarde9538         10        8         10        2         10        3         
Vardas9539          Pavarde9539         10        4         4         6         7         3         
Vardas9540          Pavarde9540         2         8         8         8         3         8         
Vardas9541          Pavarde9541         10        3         7         7         6         8         
Vardas9542          Pavarde9542         7         7         2         3         5         6         
Vardas9543          Pavarde9543         2         6         3         8         8         6         
Vardas9544          Pavarde9544         10        2         1         3         1         7         
Vardas9545          Pavarde9545         1         8         5         8         4         7         
Vardas9546          Pavarde9546         3         6         6         4         5         5         
Vardas9547          Pavarde9547         8         5         5         6         1         5         
Vardas9548          Pavarde9548         9         3         1         2         3         4         
Vardas9549          Pavarde9549         7         7         8         2         6         10        
Vardas9550          Pavarde9550         2         2         10        5         2         4         
Vardas9551          Pavarde9551         1         9         9         9         2         2         
Vardas9552          Pavarde9552         4         2         6         3         6         2         
Vardas9553          Pavarde9553         1         3         7         8         6         1         
Vardas9554          Pavarde9554         6         9         2         6         10        7         
Vardas9555          Pavarde9555         8         10        10        10        6         3         
Vardas9556          Pavarde9556         5         4         6         1         10        3         
Vardas9557          Pavarde9557         2         7         7         2         8         5         
Vardas9558          Pavarde9558         9         5         9         5         5         7         
Vardas9559          Pavarde9559         8         4         9         9         7         6         
Vardas9560          Pavarde9560         1         6         3         6         1         7         
Vardas9561          Pavarde9561         10        9         9         1         5         7         
Vardas9562          Pavarde9562         8         10        2         4         2         8         
Vardas9563          Pavarde9563         10        10        5         6         9         5         
Vardas9564          Pavarde9564         8         5         10        2         5         4         
Vardas9565          Pavarde9565         8         9         3         1         1         1         
Vardas9566          Pavarde9566         4         2         4         4         5         4         
Vardas9567          Pavarde9567         10        6         8         6         5         9         
Vardas9568          Pavarde9568         9         10        7         2         6         3         
Vardas9569          Pavarde9569         3         1         9         2         8         1         
Vardas9570          Pavarde9570         6         3         10        2         2         5         
Vardas9571          Pavarde9571         5         4         3         3         4         7         
Vardas9572          Pavarde9572         3         9         6         4         9         4         
Vardas9573          Pavarde9573         3         8         3         4         5         4         
Vardas9574          Pavarde9574         1         2         7         10        7         6         
Vardas9575          Pavarde9575         8         7         4         7         1         7         
Vardas9576          Pavarde9576         8         8         3         1         5         6         
Vardas9577          Pavarde9577         3         5         6         10        5         6         
Vardas9578          Pavarde9578         1         7         4         3         9         8         
Vardas9579          Pavarde9579         4         8         6         7         6         2         
Vardas9580          Pavarde9580         1         9         10        10        4         8         
Vardas9581          Pavarde9581         7         1         6         10        7         7         
Vardas9582          Pavarde9582         5         1         9         6         1         5         
Vardas9583          Pavarde9583         2         6         1         1         1         8         
Vardas9584          Pavarde9584         5         4         4         8         6         6         
Vardas9585          Pavarde9585         5         1         3         3         6         10        
Vardas9586          Pavarde9586         2         1         1         2         4         2         
Vardas9587          Pavarde9587         10        4         3         4         2         5         
Vardas9588          Pavarde9588         10        10        3         9         10        7         
Vardas9589          Pavarde9589         6         6         3         9         10        2         
Vardas9590          Pavarde9590         4         7         10        5         1         5         
Vardas9591          Pavarde9591         7         2         10        4         4         7         
Vardas9592          Pavarde9592         1         10        7         7         8         9         
Vardas9593          Pavarde9593         5         4         4         10        2         8         
Vardas9594          Pavarde9594         2         9         3         4         8         8         
Vardas9595          Pavarde9595         3         4         8         8         9         5         
Vardas9596          Pavarde9596         4         5         6         2         10        3         
Vardas9597          Pavarde9597         2         3         8         7         8         8         
Vardas9598          Pavarde9598         10        1         7         4         5         3         
Vardas9599          Pavarde9599         4         4         5         3         1         8         
Vardas9600          Pavarde9600         10        5         5         9         7         2         
Vardas9601          Pavarde9601         4         5         5         6         7         1         
Vardas9602          Pavarde9602         9         6         3         1         6         10        
Vardas9603          Pavarde9603         4         6         4         10        2         3         
Vardas9604          Pavarde9604         8         3         5         6         10        7         
Vardas9605          Pavarde9605         5         1         3         1         10        9         
Vardas9606          Pavarde9606         7         1         5         2         4         3         
Vardas9607          Pavarde9607         4         5         8         5         4         6         
Vardas9608          Pavarde9608         3         5         2         2         9         3         
Vardas9609          Pavarde9609         10        7         8         2         1         8         
Vardas9610          Pavarde9610         10        9         8         5         5         2         
Vardas9611          Pavarde9611         2         5         1         8         7         4         
Vardas9612          Pavarde9612         4         8         8         4         5         2         
Vardas9613          Pavarde9613         5         2         7         5         5         7         
Vardas9614          Pavarde9614         10        1         3         2         3         2         
Vardas9615          Pavarde9615         7         7         8         1         1         6         
Vardas9616          Pavarde9616         7         10        6         2         10        2         
Vardas9617          Pavarde9617         9         2         2         5         7         9         
Vardas9618          Pavarde9618         4         2         2         10        6         1         
Vardas9619          Pavarde9619         5         6         5         8         5         3         
Vardas9620          Pavarde9620         6         5         10        9         4         4         
Vardas9621          Pavarde9621         1         4         4         5         3         6         
Vardas9622          Pavarde9622         6         7         7         7         10        4         
Vardas9623          Pavarde9623         9         1         9         7         9         10        
Vardas9624          Pavarde9624         6         2         5         9         6         2         
Vardas9625          Pavarde9625         6         6         8         5         9         3         
Vardas9626          Pavarde9626         1         2         1         7         10        5         
Vardas9627          Pavarde9627         9         9         2         5         1         6         
Vardas9628          Pavarde9628         5         3         3         8         3         8         
Vardas9629          Pavarde9629         7         4         1         5         5         1         
Vardas9630          Pavarde9630         4         7         2         1         1         8         
Vardas9631          Pavarde9631         7         5         2         10        4         8         
Vardas9632          Pavarde9632         6         1         8         9         7         5         
Vardas9633          Pavarde9633         6         10        6         7         2         8         
Vardas9634          Pavarde9634         2         2         6         9         8         8         
Vardas9635          Pavarde9635         7         9         8         3         4         6         
Vardas9636          Pavarde9636         9         2         5         10        1         5         
Vardas9637          Pavarde9637         7         3         3         9         8         2         
Vardas9638          Pavarde9638         9         10        3         4         5         5         
Vardas9639          Pavarde9639         5         10        2         7         4         4         
Vardas9640          Pavarde9640         4         4         4         6         5         3         
Vardas9641          Pavarde9641         7         8         4         6         10        3         
Vardas9642          Pavarde9642         3         5         4         9         5         10        
Vardas9643          Pavarde9643         9         7         3         2         9         3         
Vardas9644          Pavarde9644         5         9         10        10        2         9         
Vardas9645          Pavarde9645         10        7         2         5         2         5         
Vardas9646          Pavarde9646         9         5         4         10        1         2         
Vardas9647          Pavarde9647         9         8         4         10        9         5         
Vardas9648          Pavarde9648         3         3         2         8         4         10        
Vardas9649          Pavarde9649         6         7         3         6         9         3         
Vardas9650          Pavarde9650         1         6         9         10        2         1         
Vardas9651          Pavarde9651         9         9         1         5         1         9         
Vardas9652          Pavarde9652         8         9         9         4         7         1         
Vardas9653          Pavarde9653         8         3         1         8         8         8         
Vardas9654          Pavarde9654         8         6         10        3         9         2         
Vardas9655          Pavarde9655         4         2         5         6         9         4         
Vardas9656          Pavarde9656         5         2         4         3         2         6         
Vardas9657          Pavarde9657         10        8         7         4         4         5         
Vardas9658          Pavarde9658         2         3         8         5         10        1         
Vardas9659          Pavarde9659         9         5         9         4         1         1         
Vardas9660          Pavarde9660         7         1         5         2         10        6         
Vardas9661          Pavarde9661         10        1         9         6         7         2         
Vardas9662          Pavarde9662         8         10        8         1         9         1         
Vardas9663          Pavarde9663         6         2         8         8         6         7         
Vardas9664          Pavarde9664         9         2         5         7         2         8         
Vardas9665          Pavarde9665         3         9         10        9         6         4         
Vardas9666          Pavarde9666         9         9         5         2         7         3         
Vardas9667          Pavarde9667         4         1         7         9         8         6         
Vardas9668          Pavarde9668         6         6         1         3         2         5         
Vardas9669          Pavarde9669         6         5         2         1         9         1         
Vardas9670          Pavarde9670         4         4         2         10        7         4         
Vardas9671          Pavarde9671         5         1         2         1         8         3         
Vardas9672          Pavarde9672         2         5         10        6         2         7         
Vardas9673          Pavarde9673         9         10        5         10        4         7         
Vardas9674          Pavarde9674         6         8         6         2         8         2         
Vardas9675          Pavarde9675         3         2         2         2         2         5         
Vardas9676          Pavarde9676         1         5         8         4         5         7         
Vardas9677          Pavarde9677         5         2         6         6         9         6         
Vardas9678          Pavarde9678         2         1         4         7         9         8         
Vardas9679          Pavarde9679         6         1         5         9         4         7         
Vardas9680          Pavarde9680         1         9         9         6         10        10        
Vardas9681          Pavarde9681         2         2         4         2         5         3         
Vardas9682          Pavarde9682         6         5         3         2         4         8         
Vardas9683          Pavarde9683         4         6         10        9         10        2         
Vardas9684          Pavarde9684         2         8         7         4         4         8         
Vardas9685          Pavarde9685         5         2         10        7         10        7         
Vardas9686          Pavarde9686         3         10        1         1         4         8         
Vardas9687          Pavarde9687         1         3         6         7         2         4         
Vardas9688          Pavarde9688         6         4         5         5         8         1         
Vardas9689          Pavarde9689         2         8         5         9         1         1         
Vardas9690          Pavarde9690         8         9         10        6         6         4         
Vardas9691          Pavarde9691         10        6         2         5         7         9         
Vardas9692          Pavarde9692         9         6         7         7         10        7         
Vardas9693          Pavarde9693         10        4         5         6         2         6         
Vardas9694          Pavarde9694         4         10        9         4         5         7         
Vardas9695          Pavarde9695         4         5         3         4         6         5         
Vardas9696          Pavarde9696         7         10        2         9         3         9         
Vardas9697          Pavarde9697         6         4         3         4         10        8         
Vardas9698          Pavarde9698         4         3         2         10        10        6         
Vardas9699          Pavarde9699         8         4         2         4         8         5         
Vardas9700          Pavarde9700         1         8         1         1         9         9         
Vardas9701          Pavarde9701         10        9         4         3         10        5         
Vardas9702          Pavarde9702         5         8         1         9         8         8         
